Processor Number,Intel® Core™ Generation,Brand Identifier ,Year Launched,Lithography,# cores ,# of Performance-cores,# of Efficient-cores,# Threads,Max Turbo Frequency,Cache,Processor Base Power (previously known as TDP),Minimum Assured Power (previously known as Configurable TDP-down),Max Memory Size (dependent on memory type),Memory Types5,Processor Graphics,Graphics Max Dynamic Frequency,"Max Resolution for HDMI,
 Max Resolution for DP, 
Max Resolution for (eDP - Integrated Flat Panel)",DirectX* Support,OpenGL* Support,Intel® vPro™ Eligibility,Instruction Set Extensions
i5-8310Y,8th,i5,2019,14 nm,2,N/A,N/A,4,3.90 GHz1,4 MB ,7 W,N/A,16 GB,"Up to [LPDDR3-2133, DDR3L-1600]",Intel® UHD Graphics 617,1.05 GHz,"HDMI: 4096 x 2304@24Hz
DP: 3840 x 2160@60Hz
eDP: 3840 x 2160@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8279U,8th,i5,2019,14 nm,4,N/A,N/A,8,4.10 GHz1,6 MB ,28 W,N/A,32 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® Iris® Plus Graphics 655,1.15 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8260U,8th,i5,2019,14 nm,4,N/A,N/A,8,3.90 GHz1,6 MB ,15 W,10 W,64 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® UHD Graphics 620,1.10 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8257U,8th,i5,2019,14 nm,4,N/A,N/A,8,3.90 GHz1,6 MB ,15 W,N/A,32 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® Iris® Plus Graphics 645,1.05 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8210Y,8th,i5,2019,14 nm,2,N/A,N/A,4,3.60 GHz1,4 MB ,7 W,N/A,16 GB,"Up to [LPDDR3-2133, DDR3L-1600]",Intel® UHD Graphics 617,1.05 GHz,"HDMI: 4096 x 2304@24Hz
DP: 3840 x 2160@60Hz
eDP: 3840 x 2160@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i3-8140U,8th,i3,2019,14 nm,2,N/A,N/A,4,3.90 GHz1,4 MB ,15 W,10 W,64 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® UHD Graphics 620,1.00 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-10710U,10th,i7,2019,14 nm,6,N/A,N/A,12,4.70 GHz1,12 MB,15 W,12.5 W,64 GB,"Up to [DDR4-2666, LPDDR3-2133, LPDDR4-2933]",Intel® UHD Graphics,1.15 GHz,"HDMI: 4096 x 2304@ 24Hz
DP: 4096 x 2304@ 60Hz
eDP: 4096 x 2304@ 60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-1065G7,10th,i7,2019,10 nm,4,N/A,N/A,8,3.90 GHz1,8 MB ,15 W,12 W,64 GB,"Up to [DDR4-3200, LPDDR4-3733]",Intel® Iris® Plus Graphics,1.10 GHz,"HDMI: 4096 x 2304@60Hz
DP: 5120 x 3200@60Hz
eDP: 5120 x 3200@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i7-1060G7,10th,i7,2019,10 nm,4,N/A,N/A,8,3.80 GHz1,8 MB ,9 W,N/A,32 GB,Up to [LPDDR4-3733],Intel® Iris® Plus Graphics,1.10 GHz,"HDMI: 4096 x 2304@60Hz
DP: 5120 x 3200@60Hz
eDP: 5120 x 3200@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i7-10510Y,10th,i7,2019,14 nm,4,N/A,N/A,8,4.50 GHz1,8 MB ,7 W,4.5 W,16 GB,"Up to [LPDDR3-2133, DDR3L-1600]",Intel® UHD Graphics,1.15 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 3840 x 2160@60Hz",12,4.5,Yes,Intel® SSE4.1
i7-10510U,10th,i7,2019,14 nm,4,N/A,N/A,8,4.90 GHz1,8 MB ,15 W,10 W,64 GB,"Up to [DDR4-2666, LPDDR3-2133, LPDDR4-2933]",Intel® UHD Graphics,1.15 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-1035G7,10th,i5,2019,10 nm,4,N/A,N/A,8,3.70 GHz1,6 MB ,15 W,12 W,64 GB,"Up to [DDR4-3200, LPDDR4-3733]",Intel® Iris® Plus Graphics,1.05 GHz,"HDMI: 4096 x 2304@60Hz
DP: 5120 x 3200@60Hz
eDP: 5120 x 3200@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-1035G4,10th,i5,2019,10 nm,4,N/A,N/A,8,3.70 GHz1,6 MB ,15 W,12 W,64 GB,"Up to [DDR4-3200, LPDDR4-3733]",Intel® Iris® Plus Graphics,1.05 GHz,"HDMI: 4096 x 2304@60Hz
DP: 5120 x 3200@60Hz
eDP: 5120 x 3200@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-1035G1,10th,i5,2019,10 nm,4,N/A,N/A,8,3.60 GHz1,6 MB ,15 W,13 W,64 GB,"Up to [DDR4-3200, LPDDR4-3733]",Intel® UHD Graphics,1.05 GHz,"HDMI: 4096 x 2304@60Hz
DP: 5120 x 3200@60Hz
eDP: 5120 x 3200@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-10310Y,10th,i5,2019,14 nm,4,N/A,N/A,8,4.10 GHz1,6 MB ,7 W,5.5 W,16 GB,"Up to [LPDDR3-2133, DDR3L-1600]",Intel® UHD Graphics,1.05 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 3840 x 2160@60Hz",12,4.5,Yes,Intel® SSE4.1
i5-1030G7,10th,i5,2019,10 nm,4,N/A,N/A,8,3.50 GHz1,6 MB ,9 W,N/A,32 GB,Up to [LPDDR4-3733],Intel® Iris® Plus Graphics,1.05 GHz,"HDMI: 4096 x 2304@60Hz
DP: 5120 x 3200@60Hz
eDP: 5120 x 3200@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-1030G4,10th,i5,2019,10 nm,4,N/A,N/A,8,3.50 GHz1,6 MB ,9 W,N/A,32 GB,Up to [LPDDR4-3733],Intel® Iris® Plus Graphics,1.05 GHz,"HDMI: 4096 x 2304@60Hz
DP: 5120 x 3200@60Hz
eDP: 5120 x 3200@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i5-10210Y,10th,i5,2019,14 nm,4,N/A,N/A,8,4.00 GHz1,6 MB ,7 W,5.5 W,16 GB,"Up to [LPDDR3-2133, DDR3L-1600]",Intel® UHD Graphics,1.05 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 3840 x 2160@60Hz",12,4.5,No,Intel® SSE4.1
i5-10210U,10th,i5,2019,14 nm,4,N/A,N/A,8,4.20 GHz1,6 MB ,15 W,10 W,64 GB,"Up to [DDR4-2666, LPDDR3-2133, LPDDR4-2933]",Intel® UHD Graphics,1.10 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i3-10110Y,10th,i3,2019,14 nm,2,N/A,N/A,4,4.00 GHz1,4 MB ,7 W,5.5 W,16 GB,"Up to [LPDDR3-2133, DDR3L-1600]",Intel® UHD Graphics,1.00 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 3840 x 2160@60Hz",12,4.5,No,Intel® SSE4.1
i3-10110U,10th,i3,2019,14 nm,2,N/A,N/A,4,4.10 GHz1,4 MB ,15 W,10 W,64 GB,"Up to [DDR4-2666, LPDDR3-2133, LPDDR4-2933]",Intel® UHD Graphics,1.00 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i3-1005G1,10th,i3,2019,10 nm,2,N/A,N/A,4,3.40 GHz1,4 MB ,15 W,13 W,64 GB,"Up to [DDR4-3200, LPDDR4-3733]",Intel® UHD Graphics,900 MHz,"HDMI: 4096 x 2304@60Hz
DP: 5120 x 3200@60Hz
eDP: 5120 x 3200@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i3-1000G4,10th,i3,2019,10 nm,2,N/A,N/A,4,3.20 GHz1,4 MB ,9 W,8 W,32 GB,Up to [LPDDR4-3733],Intel® Iris® Plus Graphics,900 MHz,"HDMI: 4096 x 2304@60Hz
DP: 5120 x 3200@60Hz
eDP: 5120 x 3200@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
i3-1000G1,10th,i3,2019,10 nm,2,N/A,N/A,4,3.20 GHz1,4 MB ,9 W,8 W,32 GB,Up to [LPDDR4-3733],Intel® UHD Graphics,900 MHz,"HDMI: 4096 x 2304@60Hz
DP: 5120 x 3200@60Hz
eDP: 5120 x 3200@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512"
m3-8100Y,8th,M,2018,14 nm,2,N/A,N/A,4,3.40 GHz1,4 MB ,5 W,4.5 W,16 GB,"Up to [LPDDR3-1866, DDR3L-1600]",Intel® UHD Graphics 615,900 MHz,"HDMI: 4096 x 2304@24Hz
DP: 3840 x 2160@60Hz
eDP: 3840 x 2160@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i9-8950HK,8th,i9,2018,14 nm,6,N/A,N/A,12,4.80 GHz1,12 MB,45 W,N/A,64 GB,"Up to [DDR4-2666, LPDDR3-2133]",Intel® UHD Graphics 630,1.20 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-8850H,8th,i7,2018,14 nm,6,N/A,N/A,12,4.30 GHz1,9 MB ,45 W,35 W,64 GB,"Up to [DDR4-2666, LPDDR3-2133]",Intel® UHD Graphics 630,1.15 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-8750H,8th,i7,2018,14 nm,6,N/A,N/A,12,4.10 GHz1,9 MB ,45 W,35 W,64 GB,"Up to [DDR4-2666, LPDDR3-2133]",Intel® UHD Graphics 630,1.10 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-8700B,8th,i7,2018,14 nm,6,N/A,N/A,12,4.60 GHz1,12 MB,65 W,N/A,64 GB,Up to [DDR4-2666],Intel® UHD Graphics 630,1.20 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-8565U,8th,i7,2018,14 nm,4,N/A,N/A,8,4.60 GHz1,8 MB ,15 W,10 W,64 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® UHD Graphics,1.15 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-8559U,8th,i7,2018,14 nm,4,N/A,N/A,8,4.50 GHz1,8 MB ,28 W,20 W,32 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® Iris® Plus Graphics 655,1.20 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8500B,8th,i5,2018,14 nm,6,N/A,N/A,6,4.10 GHz1,9 MB ,65 W,N/A,64 GB,Up to [DDR4-2666],Intel® UHD Graphics 630,1.10 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8400H,8th,i5,2018,14 nm,4,N/A,N/A,8,4.20 GHz1,8 MB ,45 W,35 W,64 GB,"Up to [DDR4-2666, LPDDR3-2133]",Intel® UHD Graphics 630,1.10 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8400B,8th,i5,2018,14 nm,6,N/A,N/A,6,4.00 GHz1,9 MB ,65 W,N/A,64 GB,Up to [DDR4-2666],Intel® UHD Graphics 630,1.05 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8300H,8th,i5,2018,14 nm,4,N/A,N/A,8,4.00 GHz1,8 MB ,45 W,35 W,64 GB,"Up to [DDR4-2666, LPDDR3-2133]",Intel® UHD Graphics 630,1.00 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8269U,8th,i5,2018,14 nm,4,N/A,N/A,8,4.20 GHz1,6 MB ,28 W,20 W,32 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® Iris® Plus Graphics 655,1.10 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8265U,8th,i5,2018,14 nm,4,N/A,N/A,8,3.90 GHz1,6 MB ,15 W,10 W,64 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® UHD Graphics,1.10 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8259U,8th,i5,2018,14 nm,4,N/A,N/A,8,3.80 GHz1,6 MB ,28 W,20 W,32 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® Iris® Plus Graphics 655,1.05 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8200Y,8th,i5,2018,14 nm,2,N/A,N/A,4,3.90 GHz1,4 MB ,5 W,3.5 W,16 GB,"Up to [LPDDR3-1866, DDR3L-1600]",Intel® UHD Graphics 615,950 MHz,"HDMI: 4096 x 2304@24Hz
DP: 3840 x 2160@60Hz
eDP: 3840 x 2160@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i3-8145U,8th,i3,2018,14 nm,2,N/A,N/A,4,3.90 GHz1,4 MB ,15 W,10 W,64 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® UHD Graphics,1.00 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i3-8130U,8th,i3,2018,14 nm,2,N/A,N/A,4,3.40 GHz1,4 MB ,15 W,10 W,32 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® UHD Graphics 620,1.00 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.4,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i3-8109U,8th,i3,2018,14 nm,2,N/A,N/A,4,3.60 GHz1,4 MB ,28 W,20 W,32 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® Iris® Plus Graphics 655,1.05 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i3-8100H,8th,i3,2018,14 nm,4,N/A,N/A,4,N/A,6 MB ,45 W,35 W,64 GB,Up to [DDR4-2666],Intel® UHD Graphics 630,1.00 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i3-8100B,8th,i3,2018,14 nm,4,N/A,N/A,4,N/A,6 MB ,65 W,N/A,64 GB,Up to [DDR4-2666],Intel® UHD Graphics 630,1.05 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i3-7020U,7th,i3,2018,14 nm,2,N/A,N/A,4,N/A,3 MB ,15 W,N/A,32 GB,"Up to [DDR4-2133, LPDDR3-1866, DDR3L-1600]",Intel® HD Graphics 620,1.00 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-8650U,8th,i7,2017,14 nm,4,N/A,N/A,8,4.20 GHz1,8 MB ,15 W,10 W,32 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® UHD Graphics 620,1.15 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.4,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-8550U,8th,i7,2017,14 nm,4,N/A,N/A,8,4.00 GHz1,8 MB ,15 W,10 W,32 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® UHD Graphics 620,1.15 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.4,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8350U,8th,i5,2017,14 nm,4,N/A,N/A,8,3.60 GHz1,6 MB ,15 W,10 W,32 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® UHD Graphics 620,1.10 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.4,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-8250U,8th,i5,2017,14 nm,4,N/A,N/A,8,3.40 GHz1,6 MB ,15 W,10 W,32 GB,"Up to [DDR4-2400, LPDDR3-2133]",Intel® UHD Graphics 620,1.10 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.4,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
M3-7Y32,7th,M,2017,14 nm,2,N/A,N/A,4,3.00 GHz1,4 MB ,4.5 W,3.75 W,16 GB,"Up to [LPDDR3-1866, DDR3L-1600]",Intel® HD Graphics 615,900 MHz,"HDMI: 4096 x 2304@24Hz
DP: 3840 x 2160@60Hz
eDP: 3840 x 2160@60Hz",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-7920HQ,7th,i7,2017,14 nm,4,N/A,N/A,8,4.10 GHz1,8 MB,45 W,35 W,64 GB,"Up to [DDR4-2400, LPDDR3-2133, DDR3L-1600]",Intel® HD Graphics 630,1.10 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-7820HQ,7th,i7,2017,14 nm,4,N/A,N/A,8,3.90 GHz1,8 MB,45 W,35 W,64 GB,"Up to [DDR4-2400, LPDDR3-2133, DDR3L-1600]",Intel® HD Graphics 630,1.10 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-7820HK,7th,i7,2017,14 nm,4,N/A,N/A,8,3.90 GHz1,8 MB,45 W,35 W,64 GB,"Up to [DDR4-2400, LPDDR3-2133, DDR3L-1600]",Intel® HD Graphics 630,1.10 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-7700HQ,7th,i7,2017,14 nm,4,N/A,N/A,8,3.80 GHz1,6 MB,45 W,35 W,64 GB,"Up to [DDR4-2400, LPDDR3-2133, DDR3L-1600]",Intel® HD Graphics 630,1.10 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-7660U,7th,i7,2017,14 nm,2,N/A,N/A,4,4.00 GHz1,4 MB,15 W,9.5 W,32 GB,"Up to [DDR4-2133, LPDDR3-1866, DDR3L-1600]",Intel® Iris® Plus Graphics 640,1.10 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-7600U,7th,i7,2017,14 nm,2,N/A,N/A,4,3.90 GHz1,4 MB ,15 W,7.5 W,32 GB,"Up to [DDR4-2133, LPDDR3-1866, DDR3L-1600]",Intel® HD Graphics 620,1.15 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-7567U,7th,i7,2017,14 nm,2,N/A,N/A,4,4.00 GHz1,4 MB,28 W,23 W,32 GB,"Up to [DDR4-2133, LPDDR3 - 1866, DDR3L-1600]",Intel® Iris® Plus Graphics 650,1.15 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i7-7560U,7th,i7,2017,14 nm,2,N/A,N/A,4,3.80 GHz1,4 MB,15 W,9.5 W,32 GB,"Up to [DDR4-2133, LPDDR3-1866, DDR3L-1600]",Intel® Iris® Plus Graphics 640,1.05 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-7Y57,7th,i5,2017,14 nm,2,N/A,N/A,4,3.30 GHz1,4 MB ,4.5 W,3.5 W,16 GB,"Up to [LPDDR3-1866, DDR3L-1600]",Intel® HD Graphics 615,950 MHz,"HDMI: 4096 x 2304@24Hz
DP: 3840 x 2160@60Hz
eDP: 3840 x 2160@60Hz",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-7440HQ,7th,i5,2017,14 nm,4,N/A,N/A,4,3.80 GHz1,6 MB,45 W,35 W,64 GB,"Up to [DDR4-2400, LPDDR3-2133, DDR3L-1600]",Intel® HD Graphics 630,1.00 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-7360U,7th,i5,2017,14 nm,2,N/A,N/A,4,3.60 GHz1,4 MB,15 W,9.5 W,32 GB,"Up to [DDR4-2133, LPDDR3-1866, DDR3L-1600]",Intel® Iris® Plus Graphics 640,1.00 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-7300U,7th,i5,2017,14 nm,2,N/A,N/A,4,3.50 GHz1,3 MB ,15 W,7.5 W,32 GB,"Up to [DDR4-2133, LPDDR3-1866, DDR3L-1600]",Intel® HD Graphics 620,1.10 GHz,"HDMI: 4096 x 2304@24Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz",12,4.5,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-7300HQ,7th,i5,2017,14 nm,4,N/A,N/A,4,3.50 GHz1,6 MB,45 W,35 W,64 GB,"Up to [DDR4-2400, LPDDR3-2133, DDR3L-1600]",Intel® HD Graphics 630,1.00 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-7287U,7th,i5,2017,14 nm,2,N/A,N/A,4,3.70 GHz1,4 MB,28 W,23 W,32 GB,"Up to [DDR4-2133, LPDDR3-1866, DDR3L-1600]",Intel® Iris® Plus Graphics 650,1.10 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-7267U,7th,i5,2017,14 nm,2,N/A,N/A,4,3.50 GHz1,4 MB,28 W,23 W,32 GB,"Up to [DDR4-2133, LPDDR3-1866, DDR3L-1600]",Intel® Iris® Plus Graphics 650,1.05 GHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
i5-7260U,7th,i5,2017,14 nm,2,N/A,N/A,4,3.40 GHz1,4 MB,15 W,9.5 W,32 GB,"Up to [DDR4-2133, LPDDR3-1866, DDR3L-1600]",Intel® Iris® Plus Graphics 640,950 MHz,"HDMI: 4096 x 2304@30Hz
DP: 4096 x 2304@60Hz
eDP: 4096 x 2304@60Hz
",12,4.5,No,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2"
